Commodity,country,Total_Value,rank
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",DOMINIC REP,0.06,74
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",CONGO D. REP.,0.06,74
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",COTE D' IVOIRE,0.06,74
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",LIBERIA,0.06,74
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",ANGOLA,0.05,75
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",GEORGIA,0.05,75
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",UZBEKISTAN,0.04,76
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",GHANA,0.04,76
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",AFGHANISTAN TIS,0.04,76
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",TRINIDAD,0.04,76
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",FIJI IS,0.04,76
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",MALAWI,0.04,76
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",UGANDA,0.03,77
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",BURUNDI,0.03,77
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",GUINEA,0.03,77
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",VENEZUELA,0.03,77
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",SLOVAK REP,0.03,77
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",DJIBOUTI,0.03,77
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",TURKMENISTAN,0.03,77
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",SUDAN,0.03,77
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",MOZAMBIQUE,0.02,78
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",ETHIOPIA,0.02,78
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",SERBIA,0.01,79
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",MALDIVES,0.01,79
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",SEYCHELLES,0.01,79
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",BRUNEI,0.01,79
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",MADAGASCAR,0.01,79
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",GUADELOUPE,0.01,79
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",REUNION,0.01,79
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",CAMEROON,0.01,79
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",SURINAME,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",CAYMAN IS,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",GABON,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",ARMENIA,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",RWANDA,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",EL SALVADOR,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",CAMBODIA,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",TOGO,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",AZERBAIJAN,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",NAMIBIA,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",MALTA,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",CONGO P REP,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",PARAGUAY,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",ZIMBABWE,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",GUYANA,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",BOTSWANA,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",SIERRA LEONE,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",ICELAND,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",PAPUA N GNA,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",MOLDOVA,0.0,80
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",MACEDONIA,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",SOUTH SUDAN,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",PALAU,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",CYPRUS,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",BR VIRGN IS,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",KYRGHYZSTAN,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",GUINEA BISSAU,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",NETHERLANDANTIL,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",CUBA,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",LUXEMBOURG,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",NIGER,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",GAMBIA,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",HONDURAS,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",COMOROS,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",LIBYA,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",TAJIKISTAN,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",NEW CALEDONIA,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",BARBADOS,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",BELIZE,,81
"LAC; GUMS, RESINS AND OTHER VEGETABLE SAPS AND EXTRACTS.",BOSNIA-HRZGOVIN,,81
