Commodity,country,Total_Value,rank
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,GHANA,0.01,28
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,UGANDA,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,GUINEA,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,THAILAND,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,SLOVENIA,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,KENYA,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,MADAGASCAR,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,TRINIDAD,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,INDONESIA,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,NETHERLAND,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,MALDIVES,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,NEW ZEALAND,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,SAUDI ARAB,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,BHUTAN,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,MAURITIUS,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,VIETNAM SOC REP,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,GUYANA,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,ECUADOR,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,OMAN,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,DENMARK,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,IRAQ,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,SLOVAK REP,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,ZAMBIA,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,SERBIA,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,ALGERIA,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,QATAR,0.0,29
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,SWITZERLAND,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,MALI,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,ICELAND,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,SEYCHELLES,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,SUDAN,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,CONGO P REP,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,TANZANIA REP,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,CROATIA,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,NORWAY,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,MEXICO,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,JAMAICA,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,CHILE,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,SAN MARINO,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,MOROCCO,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,ETHIOPIA,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,BANGLADESH PR,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,HONG KONG,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,SIERRA LEONE,,30
ARMS AND AMMUNITION; PARTS AND ACCESSORIES THEREOF.,GAMBIA,,30
