Commodity,country,Total_Value,rank
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,MOLDOVA,0.0,102
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,ST HELENA,0.0,102
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,PARAGUAY,0.0,102
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,SWAZILAND,0.0,102
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,ANDORRA,0.0,102
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,CUBA,0.0,102
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,GUADELOUPE,0.0,102
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,TAJIKISTAN,0.0,102
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,KIRIBATI REP,0.0,102
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,HONDURAS,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,NAMIBIA,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,GUINEA BISSAU,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,MAURITANIA,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,LAO PD RP,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,BURUNDI,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,ETHIOPIA,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,DOMINICA,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,MONACO,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,US MINOR OUTLYING ISLANDS,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,NEW CALEDONIA,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,PUERTO RICO,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,KOREA DP RP,,103
EDIBLE VEGETABLES AND CERTAIN ROOTS AND TUBERS.,AMERI SAMOA,,103
